LotArea,OverallQual,OverallCond,YearBuilt,TotalBsmtSF,GrLivArea,GarageCars,GarageArea,Neighborhood,HouseStyle,RoofStyle,Exterior,Heating,SaleCondition,SalePrice
6079.0,5,6,2015,283.0,824,1,20.0,NAmes,2Story,Gable,MetalSd,GasW,Normal,167532
5348.0,6,2,1999,112.0,1818,1,249.0,Edwards,SLvl,Flat,VinylSd,Grav,Abnorml,249123
12785.0,9,4,2018,2420.0,1732,2,188.0,OldTown,1Story,Flat,MetalSd,Grav,Normal,283668
14328.0,1,7,1989,196.0,1680,1,321.0,CollgCr,1Story,Hip,VinylSd,GasA,Abnorml,89854
8450.0,6,6,1955,1187.0,1598,0,868.0,Edwards,2Story,Hip,HdBoard,GasW,Abnorml,210071
15230.0,1,9,2013,892.0,2377,3,532.0,Somerst,SLvl,Hip,Wd Sdng,Grav,Abnorml,178887
7433.0,6,7,1977,821.0,2834,0,793.0,Somerst,SLvl,Hip,Wd Sdng,GasA,Abnorml,266493
3098.0,2,1,1958,1454.0,1754,1,671.0,Somerst,1.5Fin,Hip,VinylSd,GasW,Normal,146505
9096.0,8,6,1955,2057.0,2100,3,218.0,OldTown,1Story,Gable,HdBoard,GasW,Partial,312970
13439.0,3,3,1966,1668.0,3842,1,16.0,NAmes,1Story,Flat,Wd Sdng,Grav,Abnorml,258828
11087.0,6,8,1989,2445.0,582,1,515.0,,1.5Fin,Hip,MetalSd,GasA,Partial,182231
18021.0,6,1,1994,2199.0,1788,2,38.0,Somerst,1Story,Hip,Wd Sdng,GasW,Partial,222422
8416.0,4,2,1992,,768,3,782.0,Edwards,SLvl,Flat,VinylSd,GasA,Abnorml,168706
8980.0,5,3,1995,1819.0,3435,1,800.0,CollgCr,2Story,Gable,HdBoard,GasW,Abnorml,294553
13101.0,2,3,2012,276.0,800,1,700.0,Edwards,2Story,Flat,HdBoard,GasW,Partial,91089
9950.0,8,7,1950,2540.0,1521,2,141.0,OldTown,SLvl,Hip,VinylSd,GasW,Partial,281914
11122.0,7,8,2008,,589,3,345.0,NAmes,2Story,Gable,MetalSd,GasA,Normal,205147
14576.0,6,9,2012,2535.0,2425,1,302.0,CollgCr,1.5Fin,Gable,HdBoard,Grav,Abnorml,302186
3089.0,7,7,1967,275.0,859,1,129.0,Somerst,1Story,Gable,VinylSd,GasW,Normal,202681
6578.0,1,8,2014,2237.0,1823,0,467.0,Somerst,1Story,Flat,HdBoard,Grav,Abnorml,135916
11127.0,5,6,1969,1650.0,3573,0,345.0,OldTown,1.5Fin,Flat,HdBoard,GasW,Partial,296411
12487.0,7,2,2005,2911.0,1936,0,833.0,OldTown,2Story,Flat,VinylSd,Grav,Partial,265270
2155.0,1,1,2003,1330.0,3747,2,,OldTown,2Story,Hip,VinylSd,GasA,Partial,239111
3958.0,2,3,1997,1893.0,1648,0,447.0,OldTown,1.5Fin,Gable,MetalSd,GasW,Partial,144942
12693.0,9,9,2003,2343.0,3327,0,193.0,Somerst,SLvl,Hip,MetalSd,GasW,Normal,375469
,3,7,1965,2388.0,1226,1,943.0,Somerst,1Story,Gable,HdBoard,Grav,Partial,142059
7779.0,6,2,1969,592.0,2102,2,336.0,OldTown,2Story,Gable,MetalSd,Grav,Normal,241128
5830.0,7,1,1996,882.0,1701,3,785.0,Somerst,2Story,Gable,HdBoard,Grav,Partial,306645
,9,2,1956,1387.0,2302,1,178.0,OldTown,SLvl,Gable,VinylSd,GasA,Normal,310480
11794.0,5,3,1972,2997.0,504,1,751.0,CollgCr,1Story,Gable,VinylSd,GasW,Abnorml,141771
2441.0,4,6,1982,2305.0,2336,2,643.0,OldTown,2Story,Gable,MetalSd,GasA,Abnorml,232206
16478.0,2,9,1989,976.0,2237,2,80.0,OldTown,SLvl,Gable,HdBoard,GasA,Normal,166185
6628.0,3,8,1954,1534.0,2664,1,160.0,CollgCr,1Story,Flat,MetalSd,Grav,Normal,215002
8370.0,5,9,1994,1254.0,3561,1,406.0,NAmes,SLvl,Flat,Wd Sdng,Grav,Abnorml,300014
11528.0,2,8,1990,13.0,930,1,180.0,Edwards,1Story,Hip,Wd Sdng,GasW,Abnorml,101298
19332.0,4,7,1957,1037.0,889,2,268.0,OldTown,2Story,Gable,Wd Sdng,GasW,Partial,153118
13565.0,1,6,1999,2603.0,1873,1,,,2Story,Hip,Wd Sdng,GasW,Abnorml,124206
10179.0,4,8,1980,1007.0,1243,1,569.0,CollgCr,1Story,Flat,HdBoard,Grav,Partial,149547
18013.0,7,6,1953,2257.0,583,3,488.0,Somerst,SLvl,Hip,HdBoard,Grav,Normal,228681
18843.0,3,2,2015,1063.0,3148,0,493.0,OldTown,1.5Fin,Hip,VinylSd,GasA,Abnorml,223206
2392.0,8,9,2005,2794.0,3798,0,190.0,CollgCr,1.5Fin,Gable,VinylSd,GasW,Partial,368524
14130.0,6,9,1954,1809.0,952,0,320.0,NAmes,SLvl,Hip,HdBoard,GasA,Abnorml,157170
,6,3,2003,1903.0,1634,0,359.0,NAmes,2Story,Hip,Wd Sdng,GasW,Abnorml,224255
19522.0,1,9,1950,854.0,822,0,553.0,Edwards,1Story,Hip,MetalSd,GasW,Normal,78928
9418.0,5,2,2010,2895.0,2453,1,94.0,Somerst,SLvl,Flat,MetalSd,GasW,Normal,232791
4454.0,3,3,1956,1915.0,2062,1,,Somerst,1Story,Gable,MetalSd,GasA,Normal,164774
19761.0,1,6,1979,2998.0,2488,3,600.0,Somerst,1Story,Gable,Wd Sdng,GasA,Normal,201294
17223.0,8,4,1964,1341.0,1628,2,620.0,OldTown,1.5Fin,Gable,HdBoard,GasA,Abnorml,239679
8701.0,7,8,1953,2687.0,1609,3,369.0,NAmes,2Story,Gable,Wd Sdng,Grav,Partial,257149
4597.0,7,1,2012,1861.0,3511,2,744.0,OldTown,2Story,Flat,Wd Sdng,Grav,Normal,351059
2141.0,4,6,2019,2455.0,3050,2,295.0,CollgCr,1.5Fin,Gable,HdBoard,GasA,Abnorml,259503
4659.0,6,2,1987,2863.0,1005,3,861.0,Edwards,SLvl,Hip,Wd Sdng,Grav,Abnorml,193825
11031.0,9,6,1996,2223.0,3432,1,101.0,Edwards,1Story,Flat,HdBoard,Grav,Normal,368407
17037.0,3,1,2009,1768.0,1679,3,,OldTown,1.5Fin,Hip,VinylSd,GasA,Normal,168973
15970.0,9,2,1951,2895.0,2234,0,82.0,Edwards,1.5Fin,Flat,HdBoard,GasW,Abnorml,296915
7661.0,4,9,2018,1800.0,995,3,975.0,OldTown,2Story,Gable,MetalSd,Grav,Normal,166921
8142.0,5,6,1957,1308.0,1440,1,672.0,Somerst,SLvl,Gable,HdBoard,GasA,Abnorml,184230
,7,8,2000,1701.0,3541,1,,CollgCr,1.5Fin,Flat,Wd Sdng,GasW,Abnorml,315608
10787.0,6,7,1968,317.0,885,2,709.0,Somerst,1Story,Gable,HdBoard,Grav,Normal,209725
12096.0,8,9,1980,409.0,2172,2,553.0,Edwards,1.5Fin,Flat,VinylSd,GasA,Abnorml,295678
,8,9,1971,2018.0,1175,3,548.0,,1Story,Gable,VinylSd,GasW,Normal,248989
18807.0,8,4,1982,246.0,3684,2,711.0,NAmes,SLvl,Flat,VinylSd,Grav,Partial,371785
6249.0,3,7,2021,2224.0,2396,3,384.0,OldTown,1.5Fin,Gable,VinylSd,GasA,Partial,259496
16949.0,6,5,1986,2858.0,3412,2,332.0,CollgCr,1Story,Gable,MetalSd,GasA,Abnorml,327296
3750.0,7,7,1961,1367.0,2834,1,665.0,OldTown,2Story,Flat,HdBoard,Grav,Abnorml,318217
6088.0,9,4,2018,263.0,1422,2,975.0,CollgCr,2Story,Hip,HdBoard,GasA,Normal,248866
17282.0,4,1,2013,167.0,2293,0,880.0,Edwards,1.5Fin,Gable,Wd Sdng,GasW,Normal,190702
11641.0,5,4,1974,1048.0,700,1,38.0,Somerst,2Story,Flat,Wd Sdng,GasA,Normal,130001
7075.0,8,3,2003,702.0,1310,0,46.0,Edwards,1.5Fin,Gable,VinylSd,Grav,Abnorml,215112
12412.0,1,9,1978,1923.0,1382,1,311.0,NAmes,1Story,Gable,MetalSd,GasW,Abnorml,88768
17686.0,6,5,1962,1550.0,1902,3,109.0,Edwards,1Story,Hip,MetalSd,GasA,Normal,285887
9230.0,4,4,1975,2575.0,3060,1,185.0,CollgCr,SLvl,Flat,Wd Sdng,GasA,Normal,262338
17432.0,5,8,1971,1333.0,1788,2,923.0,NAmes,2Story,Hip,VinylSd,GasW,Abnorml,204292
13002.0,5,5,1959,1662.0,1711,0,184.0,CollgCr,SLvl,Gable,Wd Sdng,GasW,Partial,176256
15947.0,2,3,1997,2075.0,1397,1,,Somerst,1.5Fin,Flat,VinylSd,Grav,Abnorml,132107
15686.0,8,2,1991,1798.0,2904,3,326.0,OldTown,1Story,Hip,Wd Sdng,GasA,Partial,368012
19915.0,2,8,2008,1393.0,3812,0,727.0,Somerst,1.5Fin,Flat,Wd Sdng,GasW,Abnorml,251419
15074.0,4,2,2002,663.0,1716,1,109.0,Somerst,SLvl,Gable,Wd Sdng,GasA,Partial,193502
6493.0,5,8,1989,,1633,3,199.0,Somerst,2Story,Gable,VinylSd,GasA,Abnorml,262932
19317.0,1,5,2011,2084.0,3455,1,172.0,CollgCr,1.5Fin,Hip,HdBoard,GasA,Normal,216285
3460.0,6,8,1955,2935.0,3453,1,320.0,OldTown,SLvl,Gable,VinylSd,Grav,Partial,298752
16140.0,2,5,1953,546.0,2146,0,515.0,CollgCr,2Story,Flat,HdBoard,GasA,Partial,131004
12704.0,5,1,2004,645.0,1588,1,956.0,NAmes,1.5Fin,Gable,VinylSd,Grav,Partial,172809
18669.0,6,2,2018,877.0,1588,0,60.0,CollgCr,SLvl,Hip,VinylSd,GasA,Abnorml,175204
18648.0,8,6,1952,672.0,816,0,170.0,Somerst,SLvl,Gable,MetalSd,Grav,Abnorml,214292
8816.0,9,3,1956,371.0,2642,2,872.0,Edwards,2Story,Hip,MetalSd,Grav,Abnorml,373916
13639.0,6,8,1961,735.0,958,0,146.0,Edwards,1.5Fin,Hip,HdBoard,GasA,Partial,169994
16424.0,5,5,1966,1645.0,2232,1,341.0,CollgCr,1.5Fin,Hip,Wd Sdng,Grav,Normal,263161
15965.0,4,3,2016,2149.0,894,1,867.0,Somerst,SLvl,Hip,HdBoard,Grav,Abnorml,140250
13240.0,2,7,2019,2512.0,1719,1,128.0,Somerst,1.5Fin,Flat,MetalSd,Grav,Partial,153087
2040.0,2,8,1985,2741.0,2073,1,658.0,Edwards,2Story,Hip,MetalSd,GasA,Normal,127003
7827.0,7,4,1966,,1562,0,50.0,,SLvl,Flat,Wd Sdng,GasW,Abnorml,234344
10259.0,5,9,1950,2957.0,2696,2,575.0,OldTown,SLvl,Flat,HdBoard,GasW,Partial,252057
19371.0,7,6,2016,2263.0,2923,0,574.0,,1.5Fin,Flat,Wd Sdng,GasA,Partial,302762
16849.0,1,1,1998,1350.0,2913,1,284.0,NAmes,SLvl,Gable,MetalSd,Grav,Abnorml,206312
18232.0,1,5,2000,699.0,2255,0,914.0,NAmes,2Story,Hip,Wd Sdng,GasA,Partial,138846
9804.0,5,5,2020,2647.0,955,2,554.0,NAmes,1Story,Hip,HdBoard,GasW,Normal,186414
7374.0,2,7,1992,1270.0,775,3,581.0,NAmes,SLvl,Gable,Wd Sdng,GasW,Normal,126120
4524.0,8,7,1980,1012.0,2078,2,984.0,NAmes,1.5Fin,Hip,VinylSd,Grav,Normal,306692
11277.0,3,6,1973,1721.0,1761,2,255.0,Edwards,1.5Fin,Gable,Wd Sdng,GasA,Normal,215512
11885.0,1,8,1986,333.0,2952,3,806.0,,2Story,Hip,MetalSd,GasW,Abnorml,212829
2778.0,2,2,2014,663.0,662,2,22.0,CollgCr,1.5Fin,Flat,HdBoard,GasA,Partial,106396
3492.0,7,7,2012,778.0,3891,2,768.0,Edwards,1.5Fin,Flat,Wd Sdng,GasW,Abnorml,328980
19044.0,6,7,2005,1223.0,2142,0,,Edwards,1Story,Flat,VinylSd,GasW,Partial,235541
19732.0,8,4,1967,1358.0,1299,2,,Somerst,SLvl,Hip,MetalSd,GasW,Partial,239327
15615.0,7,2,2014,1781.0,3351,2,792.0,OldTown,1.5Fin,Flat,HdBoard,GasA,Normal,333593
14132.0,8,4,1978,2497.0,3640,1,131.0,Edwards,1.5Fin,Gable,HdBoard,GasA,Normal,366547
12178.0,3,4,1953,2263.0,1632,2,,Edwards,1Story,Hip,Wd Sdng,Grav,Partial,139279
9851.0,6,6,1961,940.0,679,0,875.0,CollgCr,SLvl,Hip,HdBoard,GasA,Abnorml,163262
18288.0,7,7,2005,2633.0,2679,3,0.0,NAmes,2Story,Hip,HdBoard,GasA,Normal,323972
9156.0,1,3,1997,2719.0,2042,1,551.0,Edwards,1Story,Flat,MetalSd,GasW,Normal,151164
4044.0,1,1,1968,,3399,0,276.0,NAmes,1Story,Flat,VinylSd,Grav,Abnorml,177180
9368.0,7,3,1975,1016.0,2534,1,758.0,Somerst,1.5Fin,Gable,HdBoard,Grav,Partial,303951
15635.0,3,9,1987,504.0,1978,2,938.0,Edwards,1.5Fin,Gable,HdBoard,GasA,Abnorml,194997
11168.0,3,1,1974,437.0,1511,0,137.0,CollgCr,2Story,Hip,MetalSd,GasA,Normal,121342
19111.0,5,8,2005,2517.0,1931,1,321.0,,2Story,Gable,VinylSd,GasA,Partial,184161
13328.0,6,2,1977,5.0,2184,0,528.0,Somerst,2Story,Hip,MetalSd,GasA,Partial,218370
15319.0,2,6,2010,2266.0,3756,1,635.0,NAmes,1Story,Flat,MetalSd,GasA,Partial,260214
2342.0,3,3,2000,1536.0,956,2,908.0,OldTown,1Story,Flat,MetalSd,Grav,Normal,146710
3447.0,6,7,1961,2623.0,1414,3,602.0,,1Story,Hip,MetalSd,Grav,Normal,192786
8581.0,3,2,1957,512.0,3564,3,245.0,OldTown,2Story,Flat,HdBoard,Grav,Abnorml,276539
13851.0,5,4,2007,868.0,3057,0,495.0,CollgCr,SLvl,Flat,HdBoard,GasW,Partial,255357
8317.0,9,9,1972,974.0,3861,3,475.0,CollgCr,2Story,Flat,MetalSd,GasW,Normal,456239
18910.0,3,6,1986,1270.0,2792,0,112.0,Edwards,1.5Fin,Hip,Wd Sdng,GasA,Normal,225356
12088.0,6,4,1960,2816.0,1283,0,125.0,CollgCr,1Story,Gable,Wd Sdng,GasW,Partial,180578
14946.0,5,2,1966,976.0,3609,2,265.0,NAmes,1.5Fin,Hip,VinylSd,Grav,Abnorml,314073
18789.0,5,9,2005,2733.0,1638,2,240.0,CollgCr,2Story,Hip,VinylSd,GasA,Abnorml,184646
16567.0,6,4,2002,620.0,3045,1,947.0,Edwards,1.5Fin,Flat,MetalSd,GasW,Partial,234715
16868.0,6,9,2016,554.0,1860,0,137.0,Somerst,1Story,Flat,HdBoard,Grav,Abnorml,205061
11765.0,1,2,1951,549.0,3006,1,245.0,Edwards,SLvl,Gable,Wd Sdng,GasA,Partial,205362
14466.0,9,7,1978,2410.0,3690,1,237.0,Somerst,SLvl,Hip,Wd Sdng,GasA,Normal,383120
19862.0,5,5,2006,593.0,3191,2,302.0,Edwards,2Story,Gable,HdBoard,Grav,Normal,274569
12587.0,1,8,1983,1419.0,555,0,520.0,CollgCr,SLvl,Gable,Wd Sdng,Grav,Normal,65998
2771.0,8,8,1951,1756.0,923,2,993.0,OldTown,1Story,Hip,Wd Sdng,GasW,Abnorml,272017
18300.0,7,4,1980,1942.0,3691,0,45.0,NAmes,2Story,Gable,VinylSd,Grav,Abnorml,294769
10770.0,7,4,1993,622.0,549,3,372.0,OldTown,1Story,Hip,VinylSd,Grav,Abnorml,211398
13093.0,5,8,2005,433.0,3936,3,,NAmes,1.5Fin,Hip,MetalSd,Grav,Abnorml,331144
15803.0,1,3,2003,317.0,2920,1,123.0,CollgCr,2Story,Gable,Wd Sdng,GasA,Partial,181887
2193.0,9,7,2002,2582.0,2459,2,67.0,Edwards,SLvl,Gable,Wd Sdng,Grav,Abnorml,323827
4007.0,9,8,1995,1524.0,1885,2,876.0,Edwards,1Story,Hip,VinylSd,Grav,Abnorml,360086
19569.0,8,8,2003,2825.0,2629,0,437.0,Somerst,2Story,Flat,Wd Sdng,GasA,Abnorml,289061
13190.0,5,4,1980,2187.0,1381,1,501.0,OldTown,2Story,Flat,HdBoard,GasA,Abnorml,190054
11984.0,3,9,1973,892.0,3108,2,323.0,NAmes,SLvl,Hip,VinylSd,GasA,Abnorml,248753
11302.0,8,4,1974,627.0,2595,1,643.0,Edwards,1Story,Flat,VinylSd,GasA,Partial,279687
9429.0,1,8,1984,,2169,2,360.0,CollgCr,1.5Fin,Gable,HdBoard,GasA,Normal,162520
4261.0,3,6,2006,157.0,737,3,970.0,Edwards,SLvl,Gable,MetalSd,Grav,Abnorml,112409
8716.0,7,5,2021,1353.0,3539,2,384.0,,2Story,Flat,VinylSd,Grav,Normal,383014
10921.0,4,4,2018,2243.0,3953,2,748.0,Edwards,1Story,Flat,Wd Sdng,GasW,Abnorml,325715
6378.0,7,5,1977,1454.0,888,3,724.0,CollgCr,2Story,Hip,Wd Sdng,Grav,Abnorml,217863
9815.0,5,1,1982,2771.0,3906,1,570.0,Edwards,SLvl,Gable,Wd Sdng,GasA,Partial,306961
15778.0,6,7,2002,552.0,1184,1,664.0,NAmes,1.5Fin,Flat,HdBoard,Grav,Normal,214724
14728.0,7,8,1965,1894.0,686,1,904.0,NAmes,1.5Fin,Flat,MetalSd,Grav,Partial,194756
12332.0,7,9,1975,,3691,3,,Edwards,1Story,Flat,VinylSd,GasW,Normal,336519
11836.0,7,3,1961,2931.0,3243,3,593.0,CollgCr,1.5Fin,Flat,VinylSd,GasA,Partial,350515
4800.0,7,9,1980,1640.0,3928,3,454.0,CollgCr,2Story,Gable,MetalSd,Grav,Partial,403108
10333.0,7,5,1976,1495.0,2910,1,749.0,Edwards,1.5Fin,Hip,VinylSd,GasW,Normal,253824
7410.0,3,6,1985,2505.0,3734,1,409.0,CollgCr,1.5Fin,Gable,Wd Sdng,Grav,Partial,264459
19839.0,3,1,2008,,2555,1,823.0,,1.5Fin,Hip,MetalSd,Grav,Partial,186037
7808.0,7,9,1952,2085.0,3158,1,48.0,NAmes,2Story,Flat,HdBoard,Grav,Abnorml,338249
8796.0,2,9,1981,675.0,3888,0,977.0,,1.5Fin,Flat,MetalSd,GasW,Normal,225341
12288.0,2,6,1964,2388.0,2574,3,576.0,Somerst,2Story,Hip,MetalSd,Grav,Partial,202586
19709.0,3,8,2015,1593.0,1473,3,700.0,OldTown,1Story,Flat,VinylSd,Grav,Normal,195204
19543.0,4,4,2012,301.0,3434,3,520.0,NAmes,2Story,Gable,MetalSd,GasW,Partial,278749
6650.0,6,5,1950,2682.0,1482,1,393.0,Edwards,2Story,Hip,Wd Sdng,GasA,Partial,210777
6987.0,8,5,1954,1937.0,775,1,879.0,Somerst,1Story,Flat,VinylSd,GasA,Abnorml,219372
17200.0,7,7,1955,897.0,1324,0,394.0,Edwards,1.5Fin,Flat,MetalSd,Grav,Abnorml,202320
6697.0,4,7,1954,615.0,3513,0,95.0,CollgCr,1.5Fin,Flat,HdBoard,GasW,Abnorml,229573
18724.0,2,7,1977,1647.0,3338,1,84.0,OldTown,1Story,Hip,HdBoard,Grav,Abnorml,204467
5828.0,2,5,2018,131.0,2391,1,,Somerst,1.5Fin,Gable,Wd Sdng,Grav,Partial,171937
19087.0,4,4,1993,1631.0,3263,1,951.0,CollgCr,1.5Fin,Gable,MetalSd,GasW,Normal,220268
14605.0,6,8,1965,1618.0,976,3,415.0,CollgCr,1Story,Flat,Wd Sdng,GasA,Abnorml,215509
7482.0,3,1,2020,1193.0,3749,0,594.0,NAmes,1.5Fin,Hip,MetalSd,GasW,Partial,242184
7463.0,6,1,1971,944.0,3251,3,967.0,Edwards,SLvl,Hip,VinylSd,GasW,Abnorml,338995
15860.0,5,6,1972,884.0,2075,2,674.0,,1Story,Hip,HdBoard,Grav,Partial,246740
6912.0,5,2,1992,1288.0,2907,2,725.0,CollgCr,1.5Fin,Flat,VinylSd,GasW,Normal,252900
6648.0,2,3,2017,1306.0,1759,2,899.0,CollgCr,1.5Fin,Gable,VinylSd,GasW,Partial,147562
2855.0,8,4,1992,1570.0,1556,2,220.0,OldTown,1.5Fin,Hip,Wd Sdng,Grav,Abnorml,249244
4866.0,5,2,1975,470.0,2064,3,,Somerst,SLvl,Gable,VinylSd,GasW,Normal,237671
13834.0,2,7,1990,1955.0,1044,2,318.0,NAmes,1.5Fin,Hip,HdBoard,GasW,Partial,117160
18294.0,7,1,2019,2396.0,2647,1,478.0,Somerst,1Story,Hip,MetalSd,GasW,Partial,309744
18566.0,9,3,1980,2090.0,3204,2,391.0,CollgCr,SLvl,Gable,Wd Sdng,GasA,Partial,358281
,9,2,1966,2823.0,829,1,118.0,OldTown,2Story,Hip,Wd Sdng,GasW,Normal,254182
6492.0,1,9,1958,2529.0,1588,3,587.0,CollgCr,2Story,Gable,HdBoard,GasW,Partial,149605
17114.0,7,8,2004,77.0,2669,0,68.0,Edwards,1Story,Hip,VinylSd,GasW,Partial,301167
3517.0,9,3,1955,1059.0,2078,0,444.0,Somerst,1Story,Gable,VinylSd,Grav,Normal,276832
18018.0,6,5,2019,2863.0,3506,2,93.0,NAmes,1.5Fin,Flat,VinylSd,Grav,Partial,309030
,1,3,2013,1197.0,2408,0,318.0,OldTown,1.5Fin,Hip,Wd Sdng,Grav,Abnorml,143280
13431.0,2,6,1953,2975.0,2244,1,,Somerst,SLvl,Hip,Wd Sdng,Grav,Normal,135056
10210.0,4,5,2016,646.0,3549,2,866.0,CollgCr,SLvl,Gable,Wd Sdng,GasA,Partial,290602
13595.0,4,2,2005,1353.0,3023,2,292.0,NAmes,SLvl,Gable,Wd Sdng,Grav,Partial,272465
14871.0,2,8,1967,2699.0,3289,1,765.0,OldTown,SLvl,Gable,VinylSd,Grav,Normal,241418
14743.0,8,6,1981,1078.0,626,1,515.0,CollgCr,2Story,Gable,MetalSd,GasW,Partial,214421
11324.0,2,3,1997,763.0,3415,3,55.0,CollgCr,2Story,Flat,VinylSd,GasW,Partial,252892
13531.0,3,1,1978,2326.0,1709,1,554.0,Somerst,1Story,Hip,MetalSd,Grav,Normal,199271
8588.0,4,5,1981,458.0,2272,3,276.0,CollgCr,1Story,Hip,MetalSd,Grav,Normal,238413
5311.0,9,2,1974,691.0,2638,2,569.0,CollgCr,1.5Fin,Hip,VinylSd,GasW,Normal,320728
2987.0,1,2,2012,2572.0,2078,0,761.0,OldTown,1.5Fin,Flat,Wd Sdng,Grav,Partial,123211
5321.0,8,9,1958,1478.0,2456,0,143.0,CollgCr,1.5Fin,Gable,Wd Sdng,GasA,Partial,255914
17812.0,5,7,2020,1844.0,2593,3,308.0,Edwards,2Story,Flat,VinylSd,GasW,Abnorml,249973
6615.0,7,6,1963,2539.0,2572,0,17.0,Edwards,SLvl,Hip,MetalSd,Grav,Partial,273432
17512.0,8,1,1969,73.0,2389,0,824.0,NAmes,2Story,Hip,MetalSd,GasW,Partial,252932
15146.0,5,2,1959,1478.0,2896,2,,Edwards,1Story,Gable,Wd Sdng,Grav,Normal,262467
15654.0,8,7,1960,,2134,3,165.0,Edwards,2Story,Gable,VinylSd,GasA,Normal,288328
5052.0,8,3,1988,1977.0,3550,1,890.0,Somerst,1.5Fin,Flat,Wd Sdng,GasA,Partial,355305
2726.0,9,2,1968,154.0,3315,0,543.0,Edwards,1Story,Hip,HdBoard,GasA,Partial,331513
5760.0,2,6,1968,518.0,1372,2,111.0,CollgCr,2Story,Flat,VinylSd,GasW,Normal,149242
3875.0,3,8,1992,374.0,3901,2,224.0,Somerst,SLvl,Hip,Wd Sdng,Grav,Normal,294076
15969.0,1,8,2010,342.0,2408,0,786.0,Edwards,1.5Fin,Gable,HdBoard,GasW,Abnorml,114312
6033.0,4,2,2019,2712.0,2841,1,851.0,CollgCr,1Story,Gable,MetalSd,GasW,Normal,255467
7443.0,5,6,2021,2091.0,745,1,815.0,NAmes,2Story,Hip,HdBoard,GasW,Abnorml,148818
19373.0,1,5,2014,547.0,3737,3,73.0,Somerst,1Story,Gable,VinylSd,GasA,Partial,227360
5744.0,8,7,1972,1120.0,756,3,153.0,CollgCr,1Story,Hip,MetalSd,GasA,Abnorml,250258
18977.0,2,4,2009,2212.0,1321,3,109.0,Somerst,2Story,Gable,MetalSd,Grav,Abnorml,186263
3774.0,1,2,1959,2793.0,2899,2,337.0,NAmes,1.5Fin,Gable,MetalSd,GasA,Normal,191021
12651.0,2,3,2012,435.0,1289,1,940.0,NAmes,2Story,Flat,HdBoard,Grav,Normal,86486
2935.0,5,9,1951,2494.0,3760,3,506.0,Somerst,SLvl,Gable,HdBoard,Grav,Normal,351456
15395.0,9,8,1985,1030.0,3570,2,172.0,CollgCr,SLvl,Hip,MetalSd,GasA,Normal,420008
5808.0,9,9,2006,443.0,1193,1,782.0,OldTown,1.5Fin,Hip,HdBoard,GasA,Normal,233045
18715.0,2,5,2015,478.0,3846,0,995.0,Somerst,1Story,Hip,VinylSd,GasA,Partial,216385
13641.0,2,5,1969,1900.0,1238,3,145.0,OldTown,1.5Fin,Flat,HdBoard,Grav,Partial,147609
16376.0,3,7,1991,1517.0,3605,3,798.0,CollgCr,1.5Fin,Hip,MetalSd,GasW,Partial,246570
7889.0,7,7,1970,36.0,1218,1,398.0,Edwards,1Story,Flat,Wd Sdng,Grav,Normal,257533
7054.0,3,1,2015,1556.0,1055,0,101.0,Somerst,2Story,Flat,Wd Sdng,Grav,Abnorml,111734
5868.0,1,5,1987,97.0,2013,0,988.0,NAmes,1Story,Gable,Wd Sdng,GasW,Abnorml,121475
18585.0,6,8,2018,2861.0,3046,2,526.0,Edwards,1.5Fin,Gable,VinylSd,Grav,Abnorml,309447
3842.0,3,7,1973,1044.0,1768,3,248.0,CollgCr,SLvl,Flat,MetalSd,Grav,Abnorml,188234
12058.0,1,2,1975,1255.0,1777,0,576.0,NAmes,2Story,Hip,MetalSd,GasA,Normal,98542
11101.0,4,8,1951,467.0,1632,2,484.0,Somerst,2Story,Flat,VinylSd,GasA,Abnorml,172771
14497.0,1,2,1995,353.0,2870,3,,CollgCr,1Story,Gable,MetalSd,GasW,Abnorml,184935
6658.0,1,1,1983,71.0,613,3,982.0,Somerst,1Story,Flat,VinylSd,GasA,Normal,103779
13381.0,2,3,2011,1375.0,1447,3,173.0,Edwards,1.5Fin,Hip,HdBoard,GasA,Abnorml,184402
9544.0,8,3,1990,1075.0,984,3,842.0,Somerst,2Story,Flat,VinylSd,GasA,Partial,273199
9718.0,2,6,1964,1245.0,777,0,357.0,NAmes,2Story,Gable,HdBoard,GasW,Abnorml,73067
15851.0,2,3,2004,1023.0,2272,0,911.0,Somerst,1Story,Flat,VinylSd,GasW,Partial,149748
19154.0,8,7,1952,1820.0,1552,0,438.0,Edwards,1Story,Hip,VinylSd,GasA,Partial,269965
13777.0,6,8,1987,989.0,897,1,29.0,Edwards,SLvl,Hip,MetalSd,Grav,Normal,163875
3628.0,4,3,2000,459.0,721,1,476.0,NAmes,1.5Fin,Gable,HdBoard,GasW,Partial,97680
2386.0,3,9,1966,1190.0,2865,3,552.0,OldTown,SLvl,Gable,VinylSd,GasW,Abnorml,253279
8031.0,1,1,1998,1306.0,2818,0,66.0,OldTown,1.5Fin,Gable,Wd Sdng,Grav,Normal,177950
8439.0,3,3,1970,2548.0,2277,2,487.0,Somerst,SLvl,Gable,VinylSd,Grav,Partial,154089
15392.0,9,3,1973,716.0,2945,0,784.0,Edwards,2Story,Flat,MetalSd,GasA,Partial,335215
4282.0,5,7,1989,366.0,2132,2,537.0,CollgCr,1Story,Gable,MetalSd,Grav,Partial,214033
